id,qty
1000069355,10
1000069358,60
1000069384,10
1000069364,90
1000069374,130
1000069450,10
1000069396,50
1000069397,380
1000069430,70
1000069436,10
1000069437,60
1000069438,120
1000069439,20
1000069440,20
1000069441,10
1000069442,40
1000069443,10
