"id","qty"
1000069355,10
1000069356,20
1000069358,40
1000069384,10
1000069448,90
1000069376,130
1000069450,10
1000069402,430
1000069429,10
1000069431,60
1000069436,10
1000069437,60
1000069438,120
1000069439,20
1000069440,20
1000069441,10
1000069442,40
1000069443,10
