"id","qty"
1000069355,10
1000069356,60
1000069384,10
1000069364,50
1000069448,40
1000069375,109
1000069376,21
1000069450,10
1000069400,10
1000069401,420
1000069429,70
1000069436,10
1000069437,60
1000069438,120
1000069439,20
1000069440,20
1000069441,10
1000069442,40
1000069443,10
