"id","qty"
1000069444,10
1000069359,30
1000069446,40
1000069384,10
1000069448,10
1000069377,30
1000069450,50
1000069451,10
1000069404,50
1000069405,30
1000069453,30
1000069454,10
1000069455,10
1000069437,30
1000069459,10
1000069460,10
1000069442,40
1000069466,40
1000069469,10
1000069470,10
1000069471,10
1000069472,10
