id,qty
1000524524,1
1000527278,1
1000549670,3
1000551319,1
1000568310,8
1000571632,1
1000571926,2
1000571957,2
1000576451,3
1000611763,1
1000617217,1
1000617218,1
1000623711,32
1000625373,1
1000631566,5
1000631817,1
1000650485,2
1000657300,11
1000662254,15
1000662383,12
1000665920,4
1000674590,4
1000722049,2
1000722408,2
1000722409,2
