id,qty
1000069444,50
1000069357,50
1000069358,100
1000069446,200
1000069384,50
1000069364,50
1000069374,150
1000069450,250
1000069451,50
1000069396,400
1000069453,150
1000069454,50
1000069455,50
1000069437,150
1000069459,50
1000069460,50
1000069442,200
1000069465,100
1000069466,100
1000069469,50
1000069470,50
1000069471,50
1000069472,50
