id,qty
1000069355,10
1000069358,60
1000069384,10
1000069364,90
1000069375,130
1000069450,10
1000069398,30
1000069399,400
1000069430,10
1000069431,60
1000069436,10
1000069437,60
1000069438,120
1000069439,20
1000069440,20
1000069441,10
1000069442,40
1000069443,10
